Last name,First name,MI/name,Regiment,Company,Place of birth,Enlistment date,Enlistment location,Residence,Age,Occupation,Marital status,Complexion,Wounded,Died in service,Muster out date,Sign name,Substitue,Substitute for,Box,Folder,Notes
Smith,Charles,,29,A.,"Derby, Connecticut",11/25/1863,New Haven,New Haven,26,Sailor,,Black,,,,false,false,,2,4,
Smith,Charles,,29,,Massachusetts,9/2/1864,Hartford,,25,Ostler,,Black,,,,false,true,Henry E. Smith of Burlington,2,4,
Smith,Charles,S.,30,D.,"Flatbush, New York",2/2/1864,Hartford,Hartford,23,Barber,Married,Black,,,,true,false,,2,4,
Smith,Charles,W.,30,D.,"Port Gibson, Mississippi",2/20/1864,Hartford,Hartford,24,Hostler,Unmarried,Dark,,,,true,false,,2,4,
Smith,Daniel,,30,B.,"Lynchburg, Virginia",1/6/1864,New London,Norwich,38,Cartman,,Dark,,,,false,false,,2,4,
Smith,Daniel,W.,29,C.,"Haddam, Connecticut",12/7/1863,New Haven,,18,Farmer,,Black,,,,true,false,,2,4,
Smith,David,,29,G.,"Marion County, Missouri",12/26/1863,New Haven,Old Saybrook,20,Teamster,,Black,,,,false,false,,2,4,
Smith,Edward,,30,C.,"Oswego, New York",1/20/1864,Norwich,,18,Mechanic,,Colored,,,,true,false,,2,4,
Smith,Frank,,30,D.,"New York, New York",1/29/1864,Ridgefield,,23,Hostler,Married,Black,,,,false,false,,2,4,
Smith,George,,30,,East Indies,4/13/1864,Bridgeport,,23,Barber,Single,Black,,,,false,false,,2,4,
Smith,George,,30,,"Delaware City, Delaware",1/13/1864,New Haven,Hartford,22,Boatman,Single,Black,,,,false,false,,2,4,
Smith,George,,29,,Bermuda U.S.,7/15/1864,New Haven,,24,Sailor,,Black,,,,true,true,Arthur D. Osborne of New Haven,2,4,
Smith,George,H.,29,,"Bozrah, Connecticut",12/30/1863,New London,,22,Farmer,,Dark,,,,false,false,,2,4,
Smith,George,,29,,Jamaica,11/26/1864,Bridgeport,,26,Waiter,Single,Black,,,,true,false,,2,4,
Smith,George,N.,29,C.,"Haddam, Connecticut",12/7/1863,New Haven,Haddam,21,Farmer,,Black,,,,true,false,,2,4,
Smith,Harrison,,30,B.,"Shepardtown, Virginia",2/17/1864,Hartford,Hartford,21,Farmer,Unmarried,Black,,,,false,false,,2,4,
Smith,Henry,,29,F.,"Pike County, Missouri",12/26/1863,New Haven,Old Saybrook,26,Farmer,,Black,,,,false,false,,2,4,
Smith,Henry,,31,K.,Jamaica,12/1/1864,Bridgeport,Winchester,22,Sailor,,Black,,,,true,true,Edward Manchuta of Winchester,2,4,
Smith,Henry,,29,I.,"Newark, Delaware",12/29/1863,New Haven,Bethany,21,Farmer,,Black,,,,false,false,,2,4,
Smith,James,,29,F.,"New Castle, Delaware",12/4/1863,Hartford,Wethersfield,25,Waiter,Unmarried,Black,,,,true,false,,2,4,
Smith,James,,29,F.,"Lewistown, Pennsylvania",12/24/1863,New London,New London,19,Laborer,,Dark,,,,false,false,,2,4,
Smith,James,,29,,"New York, New York",12/28/1863,Bridgeport,,32,Cook,Married,Black,,,,false,false,,2,4,
Smith,James,L.,29,B.,"Camden, New York",1/2/1864,New Haven,,22,Farmer,,Black,,,,true,false,,2,4,
Smith,John,,29,,"New York, New York",9/21/1864,Hartford,Rocky Hill,22,Boatman,,Black,,,,false,false,,2,4,
Smith,John,,30,B.,"Philadelphia, Pennsylvania",1/6/1864,New London,Norwich,21,Waiter,,Dark,,,,true,false,,2,4,
Smith,John,,29,,"New York, New York",1/13/1864,Hartford,Avon,29,Butcher,Married,Black,,,,true,false,,2,4,
Smith,John,E.,29,E.,"New Haven, Connecticut",12/19/1863,New Haven,New Haven,24,Boatman,,Black,,,,true,false,,2,4,
Smith,John,H.,30,D.,"New Haven, Connecticut",2/16/1864,Bridgeport,,26,Barber,Single,Black,,,,true,false,,2,4,
Smith,John,H.,31,K.,Maryland,11/3/1864,Hartford,,23,Farmer,,Black,,,,false,false,Henry C. Fuller of Hartford,2,4,
Smith,Joseph,G.,30,D.,Massachusetts,2/1/1864,Bridgeport,,19,Painter,Single,Black,,,,true,false,,2,4,
Smith,Marvin,H.,29,B.,"Windham, Connecticut",12/2/1863,Norwich,,21,Laborer,,Colored,,,,false,false,,2,4,
Smith,Peter,,29,,"Williamsburg, New York",4/19/1864,Bridgeport,,23,Waiter,Married,Black,,,,false,false,,2,4,
Simmons,Richard,,30,D.,"Petersburg, Virginia",1/29/1864,New Haven,New Haven,22,Farmer,,Black,,,,false,false,,2,4,
Smith,Robert,,30,C.,"Philadelphia, Pennsylvania",1/7/1864,New Haven,Groton,19,Waiter,,Black,,,,false,false,,2,4,
Smith,Robert,H.,30,B.,Maryland,1/7/1864,New Haven,Durham,40,Farmer,,Black,,,,false,false,,2,4,
Smith,Samuel,,29,K.,"Poughkeepsie, New York",12/13/1863,New Haven,Norfolk,16,Farmer,,Black,,,,true,false,,2,4,
Smith,Samuel,,29,K.,"Newcastle County, Delaware",1/9/1864,New Haven,Groton,26,Farmer,,Black,,,,false,false,,2,4,
Smith,Stephen,M.,30,C.,"West Hampton, Long Island",1/13/1864,New Haven,East Haven,20,Farmer,,Black,,,,true,false,,2,4,
Smith,Stephen,H.,30,B.,"Staten Island, New York",1/25/1864,Norwich,,18,Hostler,Single,Colored,,,,true,false,,2,4,
Smith,Thomas,,29,I.,"Christiana, Delaware",1/2/1864,New Haven,Branford,35,Plasterer,,Dark,,,,true,false,,2,4,
Smith,Thomas,H.,29,K.,"Chester County, Pennsylvania",1/9/1864,New Haven,Groton,26,Teamster,,Black,,,,true,false,,2,4,
Smith,William,,29,I.,"Christine, Delaware",1/5/1864,New Haven,Hamden,31,Farmer,,Black,,,,false,false,,2,4,
Smith,William,,29,,North Carolina,11/11/1864,Hartford,,24,Barber,Unmarried,Black,,,,true,false,,2,4,
Smith,William,,29,,New York,9/28/1864,Hartford,New Britain,23,Hostler,Married,Black,,,,false,false,,2,4,
Smith,William,H.,29,,Louisiana,9/12/1864,Bridgeport,,25,Seaman,Single,Black,,,,false,false,,2,4,
Smith,William,H.,29,,New York,9/29/1864,Hartford,New Britain,18,Laborer,Unmarried,Fair,,,,true,false,,2,4,
Snow,Edward,,29,E.,Maryland,12/18/1863,New Haven,,18,Servant,,Black,,,,false,false,,2,4,
Snivlin,David,,29,G.,"Frederick, Maryland",12/28/1863,Bridgeport,,35,Laborer,Married,Black,,,,false,false,,2,4,
Snyder,George,,30,H.,"Hagerstown, Maryland",3/2/1864,Hartford,Somers,23,Farmer,Unmarried,Black,,,,false,false,,2,4,
Noble,Henry,,29,F.,"Charles County, Maryland",6/27/1864,New Haven,Orange,23,Farmer,,Black,,,,false,false,,2,4,
Somerlott,Henry,,29,K.,"Philadelphia, Pennsylvania",1/7/1864,Norwich,,39,Laborer,,Colored,,,,true,false,,2,4,
Somers,Alfred,,30,C.,Virginia,1/25/1864,New Haven,Guilford,41,Farmer,,Black,,,,false,false,,2,4,
Spellman,John,,29,,New York,12/20/1864,Hartford,Hebron,20,Waiter,Unmarried,Black,,,,false,false,,2,4,
Spiars,Ira,B.,29,E.,"Suffield, Connecticut",12/22/1863,Hartford,Suffield,26,Farmer,Unmarried,Black,,,,false,false,,2,4,
Spiers,Martin,D.,29,C.,"St. Louis, Missouri",12/15/1863,Hartford,Hartford,21,Farmer,Unmarried,Black,,,,false,false,,2,4,
Sprigs,Jerome,,29,,Canada,12/6/1864,Hartford,Coventry,23,Foreman,Unmarried,Mulatto,,,,false,false,,2,4,
Sprigs,Thomas,,31,K.,West Indies,1/5/1865,New Haven,,22,Seaman,,Black,,,,false,true,Peter Hackett of Middletown,2,4,
Spruce,Charles,,29,,Canada,9/6/1864,Hartford,,21,Laborer,,Black,,,,false,true,William H. Still of East Hartford,2,4,
Squier,Robert,E.,29,,"Rockaway, New Jersey",12/28/1863,Bridgeport,,21,Laborer,Single,Black,,,,true,false,,2,4,
Stanley,Charles,,29,,North Carolina,8/24/1864,New Haven,,18,Laborer,,Black,,,,false,true,Edward A. Edmounds of East Haddam,2,4,
Stansbury,Charles,,29,,"Elizabeth Town, New Jersey",12/15/1863,Hartford,Hartford,26,Farmer,Married,Black,,,,false,false,,2,4,
Stanton,Ezra,C.,29,,"Farmington, Connecticut",8/8/1864,Norwich,,23,Farmer,,Colored,,,,true,false,,2,4,
Starr,Charles,,29,C.,"Sharon, Connecticut",12/7/1863,Hartford,Hartford,22,Teamster,Unmarried,Black,,,,true,false,,2,4,
Starr,Henry,,29,,"Yonkers, New York",12/8/1863,Bridgeport,,21,Laborer,Married,Black,,,,false,false,,2,4,
Starr,Josiah,,29,C.,"Sharon, Connecticut",12/10/1863,Bridgeport,,39,Laborer,Married,Black,,,,true,false,,2,4,
Starr,Lewis,H.,29,C.,"Sharon, Connecticut",12/10/1863,Bridgeport,,36,Laborer,,Black,,,,true,false,,2,4,
Steadman,Benjamin,,29,E.,"Salisbury, Connecticut",12/18/1863,Hartford,Hartford,45,Porter,Married,Black,,,,true,false,,2,4,Stedman
Steadwell,John,,30,D.,New York,2/8/1864,Bridgeport,,34,Laborer,Single,Black,,,,false,false,,2,4,
Steele,James,,30,,"Hines County, Mississippi",3/28/1864,New Haven,,28,Farmer,Single,Black,,,,false,false,,2,4,
Stephenson,Moses,,29,F.,"Corinth, Mississippi",12/21/1863,Norwich,,18,Teamster,,Colored,,,,false,false,,2,4,
Stepney,Richard,,29,,Maryland,7/29/1864,Hartford,,18,Farmer,,Black,,,,false,true,John M. Hathaway of Suffield,2,4,
Stepney,Washington,,30,K.,"Alexandria, Virginia",3/5/1864,New Haven,Orange,27,Barber,,Black,,,,true,false,,2,4,
Steward,Henry,,30,F.,"Greene County, Alabama",3/28/1864,New Haven,Chester,29,Servant,,Black,,,,false,false,,2,4,
Stewart,Robert,A.,29,K.,"Glastonbury, Connecticut",1/5/1864,Hartford,,21,Farmer,,Black,,,,true,false,,2,4,Robert H.
Stewart,Henry,,30,B.,"Lovells County, Delaware",1/2/1864,Norwich,,35,Boatman,,Colored,,,,false,false,,2,4,
Steward,William,,29,,Washington D.C.,12/5/1863,New Haven,,42,Cook,,Black,,,,false,false,,2,4,
Stewart,David,,30,C.,"Baltimore, Maryland",1/23/1864,Hartford,East Hartford,26,Laborer,Single,Black,,,,false,false,,2,4,
Stevenson,John,,29,I.,Maryland,12/31/1863,Bridgeport,,33,Farmer,Married,Black,,,,false,false,,2,4,
Stewart,Sanford,E.,30,C.,"Lisbon, Connecticut",1/23/1864,New London,Colchester,44,Laborer,,Dark,,,,true,false,,2,4,
Stewart,William,,29,A.,"Albany, New York",11/23/1863,New Haven,New Haven,21,Waiter,,Black,,,,true,false,,2,4,
Storms,General,L.,29,I.,"Redford, New York",1/5/1864,Hartford,Glastonbury,21,Hostler,Unmarried,Black,,,,false,false,,2,4,
Stockett,George,,29,H.,"Greenport, Pennsylvania",1/2/1864,Norwich,,37,Blacksmith,,Colored,,,,false,false,,2,4,
Storms,Harvey,,29,F.,"Bedford, New York",12/21/1863,Bridgeport,,36,Laborer,Married,Black,,,,false,false,,2,4,
Storm,Isaac,H.,29,C.,"Westchester, New York",12/3/1863,Bridgeport,,35,Laborer,,Black,,,,false,false,,2,4,
Storms,Martin,,29,B.,"Bedford, New York",12/7/1863,Bridgeport,,27,Truckman,Married,Black,,,,true,false,,2,4,
Streets,William,,29,B.,Pennsylvania,12/9/1863,Norwich,,22,Farmer,,Colored,,,,false,false,,2,4,
Strong,Charles,,29,H.,"North Branford, Connecticut",12/30/1863,New Haven,,28,Farmer,,Black,,,,true,false,,2,4,
Strong,Cornelius,,29,G.,Connecticut,12/21/1863,Hartford,,21,Waiter,Unmarried,Black,,,,true,false,,2,4,
Surrington,Reuben,,30,C.,"East Chester, New York",1/15/1864,Bridgeport,,21,Farmer,Single,Black,,,,false,false,,2,4,
Suttlas,Lame,,30,D.,"Providence, Rhode Island",2/8/1864,Bridgeport,,21,Laborer,Single,Black,,,,false,false,,2,4,
Swan,George,,29,C.,"East Hartford, Connecticut",12/1/1863,Hartford,Wethersfield,18,Farmer,Unmarried,Black,,,,true,false,,2,4,
Swears,Charles,,29,C.,"New Britain, Connecticut",12/14/1863,Hartford,New Britain,23,Laborer,Unmarried,Black,,,,false,false,,2,4,
Sylva,John,,31,K.,Brazile,11/14/1864,Norwich,,27,Seaman,,Dark,,,,true,true,Charles W. Woodbridge of New London,2,4,
Lynch,John,,29,F.,North Carolina,2/29/1864,Bridgeport,,21,Laborer,Single,Black,,,,false,false,,2,4,
Taft,Alexander,G.,30,B.,Massachusetts,1/9/1864,New London,Waterford,28,Barber,,Dark,,,,false,false,,2,5,
Talbot,Edmund,H.,29,I.,"West Bridgewater, Massachusetts",1/4/1864,Hartford,Mansfield,30,Laborer,Married,Black,,,,false,false,,2,5,
Talbot,Perry,,30,F.,"Louisville, Kentucky",3/28/1864,New Haven,Chester,22,Waiter,,Black,,,,false,false,,2,5,
Talbot,William,,29,,Pennsylvania,12/28/1864,New Haven,Westbrook,21,Waiter,Single,Black,,,,false,false,,2,5,
Tallman,Martin,V.,29,K.,New York,1/5/1864,Bridgeport,,21,Hostler,Married,Black,,,,true,false,,2,5,Middle intial N?
Tasco,John,,30,D.,Nova Scotia,2/9/1864,New Haven,Waterbury,19,Sailor,Single,Black,,,,false,false,,2,5,
Taswell,William,H.,30,C.,"Norfolk, Virginia",4/4/1864,New Haven,Old Saybrook,21,Laborer,,Black,,,,false,false,,2,5,
Tatten,Charles,,29,A.,"Buffalo, New York",12/2/1863,New Haven,New Haven,20,Porter,,Black,,,,true,false,,2,5,
Taylor,Albert,,29,F.,"North Castle, New York",12/17/1863,Hartford,Suffield,20,Farmer,Unmarried,Black,,,,false,false,,2,5,
Taylor,Andrew,,29,,Pennsylvania,12/31/1863,Bridgeport,,34,Laborer,Single,Black,,,,false,false,,2,5,
Taylor,Benjamin,,29,,Canada,11/4/1864,Hartford,Suffield,23,Laborer,Married,Brown,,,,false,false,,2,5,
Taylor,Coates,,30,,"Loiusville, Kentucky",3/28/1864,New Haven,,23,Farmer,Married,Black,,,,false,false,,2,5,
Taylor,Electus,,29,K.,"Philadelphia, Pennsylvania",1/7/1864,New Haven,,20,Farmer,,Black,,,,false,false,,2,5,
Taylor,Jefferson,,29,,"Washington, Maryland",8/27/1864,Bridgeport,,23,Laborer,Single,Black,,,,false,false,,2,5,
Taylor,John,,29,A.,"Cambridge, Maryland",2/23/1864,Norwich,,20,Farmer,,Colored,,,,false,false,,2,5,
Taylor,Sidney,R.,29,E.,"Chatham, Connecticut",12/15/1863,Hartford,Hartford,27,Coachman,Unmarried,Black,,,,true,false,,2,5,
Taylor,William,,31,K.,"Jamaica, New York",12/2/1864,New Haven,Middletown,28,Seaman,,Black,,,,false,true,Jacob Schaurs of Middletown,2,5,Schwartz
Taylor,William,J.,29,C.,New York,12/14/1863,Hartford,Suffield,32,Farmer,Unmarried,Black,,,,true,false,,2,5,
Treddle,Theodore,,29,B.,"Long Island, New York",12/9/1863,New Haven,Orange,22,Sailor,,Black,,,,false,false,,2,5,
Teneyck,William,H.,29,I.,"Lenox, Massachusetts",1/5/1864,New Haven,East Haven,30,Boatman,,Black,,,,true,false,,2,5,
Thirll,Francis,T.,29,A.,New York,12/5/1863,New Haven,New Haven,17,Waiter,,Black,,,,true,false,,2,5,
Thomas,Charles,,29,B.,"Danbury, Connecticut",1/2/1864,Bridgeport,,29,Laborer,Married,Black,,,,false,false,,2,5,
Thomas,Charles,,31,K.,Canada,12/14/1864,Hartford,,30,Barber,,Black,,,,true,true,John M. Nevers of South Windsor,2,5,
Thomas,Cortland,,30,B.,"Stonington, Connecticut",1/11/1864,Norwich,,25,Seaman,,Colored,,,,false,false,,2,5,
Thomas,David,,29,C.,"Portland, Connecticut",11/30/1863,Hartford,Marlborough,24,Farmer,Unmarried,Black,,,,false,false,,2,5,
Thomas,Elisha,,29,,"Boston, Massachusetts",12/30/1863,Hartford,Mansfield,21,Cook,Unmarried,Black,,,,false,false,,2,5,
Thomas,Enoch,,29,C.,"Marlborough, Connecticut",12/14/1863,Hartford,Hartford,33,Laborer,Unmarried,Black,,,,true,false,,2,5,
Thomas,George,,29,,"Baltimore, Maryland",12/28/1864,New Haven,,23,Waiter,Single,Black,,,,false,false,,2,5,
Thomas,George,B.,29,B.,Washington D.C.,12/7/1863,New Haven,Greenwich,26,Farmer,,Black,,,,false,false,,2,5,
Thomas,J. Henry,,29,,"New York, New York",12/15/1863,New Haven,Killingworth,21,Farmer,,Black,,,,false,false,,2,5,
Thomas,John,,30,,"Drummondtown, Virginia",1/19/1864,Hartford,,21,Farmer,Single,Black,,,,false,false,,2,5,
Thomas,John,,29,I.,Maryland,1/2/1864,Norwich,,19,Laborer,,Colored,,,,false,false,,2,5,
Thomas,John,,29,K.,"Easton, Pennsylvania",1/9/1864,Hartford,Hartford,29,Sailor,Married,Black,,,,true,false,,2,5,
Thomas,John,,31,K.,Virginia,12/5/1864,Hartford,,25,Farmer,,Black,,,,false,true,Willie D. Burr of Hartford,2,5,
Thomas,Lewis,H.,30,C.,"Delaware County, Pennsylvania",2/18/1864,Norwich,,25,Farmer,,Colored,,,,true,false,,2,5,
Thomas,Samuel,C.,29,G.,"Charlestown, Rhode Island",2/29/1864,Norwich,,19,Sailor,,Colored,,,,true,false,,2,5,
Thomas,William,,29,,Massachusetts,12/2/1864,Hartford,,21,Teamster,Unmarried,Black,,,,false,false,,2,5,
Thompson,Alonzo,,29,A.,"Providence, Rhode Island",2/25/1864,Hartford,Hartford,21,Waiter,Unmarried,Black,,,,true,false,,2,5,
Thompson,Benjamin,,29,,"Patterson, New Jersey",12/23/1863,Bridgeport,,26,Hackman,Single,Black,,,,true,false,,2,5,
Thompson,James,,29,,"Tarrytown, New York",4/20/1864,Hartford,Hartford,31,Butcher,Unmarried,Black,,,,false,false,,2,5,
Thompson,Edwin,,29,C.,"Granby, Connecticut",12/4/1863,Hartford,Granby,21,Farmer,Unmarried,Black,,,,true,false,,2,5,
Thompson,Francis,,30,H.,"Gravesend, Long Island",3/3/1864,New Haven,,21,Farmer,,Black,,,,false,false,,2,5,
Thompson,George,W.,29,A.,"New York, New York",12/28/1863,Bridgeport,,23,Coachman,Single,Black,,,,true,false,,2,5,
Thompson,George,,29,H.,"Newark, Delaware",1/7/1864,New Haven,,20,Farmer,,Black,,,,false,false,,2,5,
Thompson,Isaac,,29,H.,"Sacket Harbor, New York",12/28/1863,Hartford,Suffield,28,Boatman,Married,Black,,,,false,false,,2,5,
Thompson,Henry,,30,A.,Maryland,2/24/1864,Bridgeport,,21,Shoemaker,Single,Black,,,,true,false,,2,5,
Thompson,Jacob,,29,H.,"New Brunswick, New Jersey",1/2/1864,New Haven,Guilford,43,Farmer,,Black,,,,true,false,,2,5,
Thompson,James,,30,D.,"Fauquier County, Virginia",2/9/1864,New Haven,New Haven,19,Farmer,,Black,,,,false,false,,2,5,
Thompson,James,,30,D.,New York,2/11/1864,Bridgeport,,30,Barber,Single,Black,,,,false,false,,2,5,
Thompson,John,,29,,Canada,1/17/1865,Hartford,Marlborough,24,Waiter,Married,Black,,,,true,false,,2,5,
Thompson,John,P.,29,K.,"Kent County, Maryland",1/8/1864,Norwich,,34,Farmer,,Colored,,,,false,false,,2,5,
Thompson,John,,29,H.,"Passaic, New Jersey",12/24/1863,Bridgeport,,23,Laborer,Married,Black,,,,false,false,,2,5,
Thompson,Joseph,,29,A.,"Newark, Delaware",1/7/1864,New Haven,New Canaan,21,Farmer,,Black,,,,false,false,,2,5,
Thompson,Joseph,,29,C.,"New York, New York",12/14/1863,Bridgeport,,40,Farmer,Married,Black,,,,true,false,,2,5,
Thompson,Lewis,B.,29,E.,"Providence, Rhode Island",12/17/1863,Norwich,,18,Farmer,,Colored,,,,true,false,,2,5,
Thompson,Morris,,30,D.,"Rye, New York",1/27/1864,Bridgeport,,23,Laborer,Married,Black,,,,false,false,,2,5,
Thompson,Reuben,,30,D.,Pennsylvania,1/28/1864,Bridgeport,,43,Boatman,Married,Black,,,,false,false,,2,5,
Thompson,Samuel,,30,D.,"Gravesend, New York",2/11/1864,New Haven,Durham,19,Farmer,,Black,,,,false,false,,2,5,
Thompson,William,,29,H.,"New Brunswick, New Jersey",12/22/1863,New Haven,New Haven,38,Cook,,Black,,,,false,false,,2,5,
Thompson,William,H.,29,C.,"Chatham, Connecticut",12/9/1863,Hartford,Hartford,32,Farmer,Married,Black,,,,true,false,,2,5,
Thorton,Richard,,29,,Louisiana,8/24/1864,Bridgeport,,18,Laborer,Single,Black,,,,false,false,,2,5,
Thurston,William,H.,29,A.,"New Haven, Connecticut",12/7/1863,New Haven,New Haven,20,Carpenter,,Black,,,,true,false,,2,5,
Thusen,Thomas,,29,C.,"Baltimore, Maryland",1/21/1864,Norwich,,24,Laborer,Single,Colored,,,,false,false,,2,5,
Tillman,Henry,,29,,Maryland,12/7/1864,Hartford,Suffield,33,Sailor,Married,Black,,,,true,false,,2,5,
Tinker,Charles,J.,29,A.,"Farmington, Connecticut",11/18/1863,New Haven,,19,Farmer,,Black,,,,true,false,,2,5,
Tomies,William,,29,,"Boston, Massachusetts",4/14/1864,Bridgeport,Salisbury,24,Sailor,Single,Black,,,,true,false,,2,5,
Trowers,William,,29,A.,"New Haven, Connecticut",11/21/1863,New Haven,New Haven,18,Farmer,,Black,,,,true,false,,2,5,
Townsend,John,,30,D.,"New York, New York",2/13/1864,New Haven,Old Saybrook,21,Laborer,,Black,,,,false,false,,2,5,
Townsend,Sylvester,,30,C.,"Jamaica Long Island, New York",1/5/1864,Bridgeport,,36,Farmer,Married,Black,,,,false,false,,2,5,
Treadway,Charles,H.,29,E.,"Sharon, Connecticut",12/22/1863,Bridgeport,,34,Farmer,,Black,,,,false,false,,2,5,
Treadwell,Charles,E.,29,K.,"Greenwich, Connecticut",12/31/1863,Bridgeport,,23,Farmer,Single,Black,,,,false,false,,2,5,
Tribue,Robert,,30,F.,"Lousiville, Kentucky",3/30/1864,New Haven,Cheshire,26,Waiter,,Black,,,,false,false,,2,5,
Tribute,Charles,,30,B.,"McCastle, Delaware",12/31/1863,New Haven,Bristol,41,Farmer,,Black,,,,false,false,,2,5,
Tribute,John,,29,I.,"Newark, Delaware",1/5/1864,New Haven,Hamden,28,Laborer,,Black,,,,false,false,,2,5,
Trout,Toby,,30,C.,"Oxford, North Carolina",1/31/1864,New Haven,Guilford,34,Farmer,,Black,,,,false,false,,2,5,
Parker,James,,29,D,Lousiana,1/5/1864,Bridgeport,,33,Carpenter,Married,Black,,,,false,false,,180A,,
Truitt,Isaac,B.,30,C.,"Millsboro, Delaware",1/9/1864,Hartford,Wethersfield,43,Sailor,Married,Black,,,,true,false,,2,5,
Tomlinson,Benjamin,L.,29,H.,"Kent County, Delaware",1/2/1864,Norwich,,25,Teamster,,Colored,,,,true,false,,2,5,
Tunnell,James,E.,30,D.,Delaware,2/8/1864,Bridgeport,,23,Laborer,Married,Black,,,,false,false,,2,5,
Turner,Anthony,,30,C.,"Delaware County, Delaware",2/18/1864,Norwich,,29,Farmer,,Colored,,,,false,false,,2,5,
Turner,Randolph,,30,F.,"Baltimore, Maryland",3/17/1864,New Haven,,30,Sailor,,Black,,,,false,false,,2,5,
Tierce,Solomon,,29,B.,"Harrison, New York",12/8/1863,New Haven,,28,Laborer,,Black,,,,true,false,,2,5,
Turner,William,,31,K.,Pennsylvania,11/14/1864,Hartford,,21,Brickmaker,,Black,,,,true,true,James W. Raynolds of Enfield,2,5,
Turner,William,,29,,South Carolina,8/19/1864,Bridgeport,,21,Laborer,Married,Black,,,,false,false,,2,5,
Tyler,Bishop,A.,29,F.,Washington D.C.,4/18/1864,New Haven,New Haven,32,Cook,,Black,,,,true,false,,2,5,
Underhill,John,,29,K.,"Little Britain, Pennsylvania",1/9/1864,New Haven,Groton,34,Farmer,,Black,,,,true,false,,2,5,
Underhill,Joseph,,30,B.,Pennsylvania,1/4/1864,New London,Norwich,20,Farmer,,Dark,,,,false,false,,2,5,
Underwood,Joseph,,29,K.,"Enfield, Connecticut",12/29/1863,Hartford,East Windsor,21,Farmer,Unmarried,Black,,,,false,false,,2,5,
Valentine,John,H.,30,,North Carolina,3/28/1864,New Haven,Chatham,20,Farmer,Single,Black,,,,false,false,,2,5,
Van Buren,Franklin,,29,C.,"Ghent, New York",12/14/863,Hartford,Suffield,44,Farmer,Married,Black,,,,true,false,,2,5,
Van Cleef,Nicholas,,29,,New Jersey,11/29/1864,Hartford,Farmington,32,Farmer,,Black,,,,false,true,Albert Upshaw of Farmington,2,5,
Van Dyne,Lewis,,29,A.,"New Haven, Connecticut",12/23/1863,New Haven,New Haven,22,Porter,,Black,,,,true,false,,2,5,
Van Hoosen,Martin,,29,H.,"Barrington, Massachusetts",12/26/1863,Hartford,,43,Farmer,,Black,,,,false,false,,2,5,
Van Liew,Firman,,29,E.,"Franklin, New Jersey",12/19/1863,Hartford,Enfield,27,Farmer,,Black,,,,true,false,,2,5,
Van Tross,Charles,,29,H.,"Yorktown, New York",12/28/1863,Bridgeport,,24,Laborer,Single,Black,,,,false,false,,2,5,
Van Winkle,Antonio,,29,H.,New Jersey,12/21/1863,Bridgeport,,27,Farmer,Married,Black,,,,false,false,,2,5,
Vance,Joseph,,29,B.,West Indies,9/19/1864,Bridgeport,,36,Farmer,,Black,,,,false,true,Merritt Spaulding of Canaan,2,5,
Vance,Thomas,,29,,"Middletown, Delaware",1/5/1864,New Haven,East Haddam,38,Painter,,Black,,,,false,false,,2,5,
Vanderpool,Jacob,G.,29,H.,"Kinder Hook, New York",12/28/1863,Hartford,Suffield,31,Boatman,Married,Black,,,,true,false,,2,5,
Vandevere,George,,29,B.,New Jersey,11/24/1863,Bridgeport,,29,Brickmaker,,Black,,,,false,false,,2,5,
Van Liew,William,T.,29,H.,"Brown Book, New Jersey",12/30/1865,New Haven,,21,Farmer,,Cook,,,,true,false,,2,5,
Vene,William,,30,D.,"Loudon County, Virginia",2/10/1864,Hartford,Berlin,18,Farmer,Single,Black,,,,false,false,,2,5,
Voohries,Edward,F.,29,F.,"Princeton, New Jersey",12/17/1863,Bridgeport,,25,Carman,Single,Black,,,,false,false,,2,5,
Wagner,Washington,,30,,Missouri,3/26/1864,Hartford,Columbia,23,Farmer,Unmarried,Black,,,,false,false,,2,6,
Wakeman,Daniel,,29,B.,"Redding, Connecticut",12/3/1863,Bridgeport,,,Farmer,,Black,,,,false,false,,2,6,
Wales,Benjamin,,29,H.,"Brunswick, New Jersey",12/29/1863,Hartford,Tolland,22,Farmer,Unmarried,Black,,,,false,false,,2,6,
Walker,Aaron,,29,H.,Virginia,12/28/1863,New Haven,,24,Farmer,,Black,,,,false,false,,2,6,
Walker,John,,30,,Tennessee,3/29/1864,Hartford,Hartford,27,Servant,Married,Black,,,,false,false,,2,6,
Walker,Perry,T.,29,H.,"New Haven, Connecticut",12/28/1863,New Haven,New Haven,18,Sailor,,Black,,,,true,false,,2,6,
Wallace,William,H.,30,C.,New York,4/9/1864,New Haven,Guilford,22,Hostler,,Black,,,,false,false,,2,6,
Walton,Isaiah,,29,I.,"Cranberry, New Jersey",1/21/1864,Bridgeport,,21,Farmer,,Black,,,,false,false,,2,6,
Ward,Albert,,30,C.,"Fordham, New York",1/19/1864,Bridgeport,,26,Laborer,Married,Black,,,,true,false,,2,6,
Ward,Ananias,,30,B.,New York,2/25/1864,Bridgeport,,21,Sailor,Married,Black,,,,false,false,,2,6,
Ward,Frank,,30,B.,"Westbury, New York",12/24/1863,New Haven,Madison,18,Farmer,,Black,,,,false,false,,2,6,
Ward,Phillip,,30,G.,"Albany, New York",2/29/1864,Hartford,Hartford,22,Hostler,Married,Black,,,,false,false,,2,6,
